accession	gene_id	status
P02467	ENSG00002467	reviewed
P02468	ENSG00002468	reviewed
P02469	ENSG00002469	reviewed
P02470	ENSG00002470	reviewed
P02471	ENSG00002471	reviewed
P02472	ENSG00002472	reviewed
P02473	ENSG00002473	reviewed
P02474	ENSG00002474	reviewed
P02475	ENSG00002475	reviewed
P02476	ENSG00002476	reviewed
P02477	ENSG00002477	reviewed
P02478	ENSG00002478	reviewed
P02479	ENSG00002479	reviewed
P02480	ENSG00002480	reviewed
P02481	ENSG00002481	reviewed
P02482	ENSG00002482	reviewed
P02483	ENSG00002483	reviewed
P02484	ENSG00002484	reviewed
P02485	ENSG00002485	reviewed
P02486	ENSG00002486	reviewed
P02487	ENSG00002487	reviewed
P02488	ENSG00002488	reviewed
P02489	ENSG00002489	reviewed
P02490	ENSG00002490	reviewed
P02491	ENSG00002491	reviewed
P02492	ENSG00002492	reviewed
P02493	ENSG00002493	reviewed
P02494	ENSG00002494	reviewed
P02495	ENSG00002495	reviewed
P02496	ENSG00002496	reviewed
P02497	ENSG00002497	reviewed
P02498	ENSG00002498	reviewed
P02499	ENSG00002499	reviewed
P02500	ENSG00002500	reviewed
P02501	ENSG00002501	reviewed
P02502	ENSG00002502	reviewed
P02503	ENSG00002503	reviewed
P02504	ENSG00002504	reviewed
P02505	ENSG00002505	reviewed
P02506	ENSG00002506	reviewed
P02507	ENSG00002507	reviewed
P02508	ENSG00002508	reviewed
P02509	ENSG00002509	reviewed
P02510	ENSG00002510	reviewed
P02511	ENSG00002511	reviewed
P02512	ENSG00002512	reviewed
P02513	ENSG00002513	reviewed
P02514	ENSG00002514	reviewed
P02515	ENSG00002515	reviewed
P02516	ENSG00002516	reviewed
P02517	ENSG00002517	reviewed
P02518	ENSG00002518	reviewed
P02519	ENSG00002519	reviewed
P02520	ENSG00002520	reviewed
P02521	ENSG00002521	reviewed
P02522	ENSG00002522	reviewed
P02523	ENSG00002523	reviewed
P02524	ENSG00002524	reviewed
P02525	ENSG00002525	reviewed
P02526	ENSG00002526	reviewed
P02527	ENSG00002527	reviewed
P02528	ENSG00002528	reviewed
P02529	ENSG00002529	reviewed
P02530	ENSG00002530	reviewed
P02531	ENSG00002531	reviewed
P02532	ENSG00002532	reviewed
P02533	ENSG00002533	reviewed
P02534	ENSG00002534	reviewed
P02535	ENSG00002535	reviewed
P02536	ENSG00002536	reviewed
P02537	ENSG00002537	reviewed
P02538	ENSG00002538	reviewed
P02539	ENSG00002539	reviewed
P02540	ENSG00002540	reviewed
P02541	ENSG00002541	reviewed
P02542	ENSG00002542	reviewed
P02543	ENSG00002543	reviewed
P02544	ENSG00002544	reviewed
P02545	ENSG00002545	reviewed
P02546	ENSG00002546	reviewed
P02547	ENSG00002547	reviewed
P02548	ENSG00002548	reviewed
P02549	ENSG00002549	reviewed
P02550	ENSG00002550	reviewed
P02551	ENSG00002551	reviewed
P02552	ENSG00002552	reviewed
P02553	ENSG00002553	reviewed
P02554	ENSG00002554	reviewed
P02555	ENSG00002555	reviewed
P02556	ENSG00002556	reviewed
P02557	ENSG00002557	reviewed
P02558	ENSG00002558	reviewed
P02559	ENSG00002559	reviewed
P02560	ENSG00002560	reviewed
P02561	ENSG00002561	reviewed
P02562	ENSG00002562	reviewed
P02563	ENSG00002563	reviewed
P02564	ENSG00002564	reviewed
P02565	ENSG00002565	reviewed
P02566	ENSG00002566	reviewed
P02567	ENSG00002567	reviewed
P02568	ENSG00002568	reviewed
P02569	ENSG00002569	reviewed
P02570	ENSG00002570	reviewed
P02571	ENSG00002571	reviewed
P02572	ENSG00002572	reviewed
P02573	ENSG00002573	reviewed
P02574	ENSG00002574	reviewed
P02575	ENSG00002575	reviewed
P02576	ENSG00002576	reviewed
P02577	ENSG00002577	reviewed
P02578	ENSG00002578	reviewed
P02579	ENSG00002579	reviewed
P02580	ENSG00002580	reviewed
P02581	ENSG00002581	reviewed
P02582	ENSG00002582	reviewed
P02583	ENSG00002583	reviewed
P02584	ENSG00002584	reviewed
P02585	ENSG00002585	reviewed
P02586	ENSG00002586	reviewed
P02587	ENSG00002587	reviewed
P02588	ENSG00002588	reviewed
P02589	ENSG00002589	reviewed
P02590	ENSG00002590	reviewed
P02591	ENSG00002591	reviewed
P02592	ENSG00002592	reviewed
P02593	ENSG00002593	reviewed
P02594	ENSG00002594	reviewed
P02595	ENSG00002595	reviewed
P02596	ENSG00002596	reviewed
P02597	ENSG00002597	reviewed
P02598	ENSG00002598	reviewed
P02599	ENSG00002599	reviewed
P02600	ENSG00002600	reviewed
P02601	ENSG00002601	reviewed
P02602	ENSG00002602	reviewed
P02603	ENSG00002603	reviewed
P02604	ENSG00002604	reviewed
P02605	ENSG00002605	reviewed
P02606	ENSG00002606	reviewed
P02607	ENSG00002607	reviewed
P02608	ENSG00002608	reviewed
P02609	ENSG00002609	reviewed
P02610	ENSG00002610	reviewed
P02611	ENSG00002611	reviewed
P02612	ENSG00002612	reviewed
P02613	ENSG00002613	reviewed
P02614	ENSG00002614	reviewed
P02615	ENSG00002615	reviewed
P02616	ENSG00002616	reviewed
P02617	ENSG00002617	reviewed
P02618	ENSG00002618	reviewed
P02619	ENSG00002619	reviewed
P02620	ENSG00002620	reviewed
P02621	ENSG00002621	reviewed
P02622	ENSG00002622	reviewed
P02623	ENSG00002623	reviewed
P02624	ENSG00002624	reviewed
P02625	ENSG00002625	reviewed
P02626	ENSG00002626	reviewed
P02627	ENSG00002627	reviewed
P02628	ENSG00002628	reviewed
P02629	ENSG00002629	reviewed
P02630	ENSG00002630	reviewed
P02631	ENSG00002631	reviewed
P02632	ENSG00002632	reviewed
P02633	ENSG00002633	reviewed
P02634	ENSG00002634	reviewed
P02635	ENSG00002635	reviewed
P02636	ENSG00002636	reviewed
P02637	ENSG00002637	reviewed
P02638	ENSG00002638	reviewed
P02639	ENSG00002639	reviewed
P02640	ENSG00002640	reviewed
P02641	ENSG00002641	reviewed
P02642	ENSG00002642	reviewed
P02643	ENSG00002643	reviewed
P02644	ENSG00002644	reviewed
P02645	ENSG00002645	reviewed
P02646	ENSG00002646	reviewed
P02647	ENSG00002647	reviewed
P02648	ENSG00002648	reviewed
P02649	ENSG00002649	reviewed
P02650	ENSG00002650	reviewed
P02651	ENSG00002651	reviewed
P02652	ENSG00002652	reviewed
P02653	ENSG00002653	reviewed
P02654	ENSG00002654	reviewed
P02655	ENSG00002655	reviewed
P02656	ENSG00002656	reviewed
P02657	ENSG00002657	reviewed
P02658	ENSG00002658	reviewed
P02659	ENSG00002659	reviewed
P02660	ENSG00002660	reviewed
P02661	ENSG00002661	reviewed
P02662	ENSG00002662	reviewed
P02663	ENSG00002663	reviewed
P02664	ENSG00002664	reviewed
P02665	ENSG00002665	reviewed
P02666	ENSG00002666	reviewed
P02667	ENSG00002667	reviewed
P02668	ENSG00002668	reviewed
P02669	ENSG00002669	reviewed
P02670	ENSG00002670	reviewed
P02671	ENSG00002671	reviewed
P02672	ENSG00002672	reviewed
P02673	ENSG00002673	reviewed
P02674	ENSG00002674	reviewed
P02675	ENSG00002675	reviewed
P02676	ENSG00002676	reviewed
P02677	ENSG00002677	reviewed
P02678	ENSG00002678	reviewed
P02679	ENSG00002679	reviewed
P02680	ENSG00002680	reviewed
P02681	ENSG00002681	reviewed
P02682	ENSG00002682	reviewed
P02683	ENSG00002683	reviewed
P02684	ENSG00002684	reviewed
P02685	ENSG00002685	reviewed
P02686	ENSG00002686	reviewed
P02687	ENSG00002687	reviewed
P02688	ENSG00002688	reviewed
P02689	ENSG00002689	reviewed
P02690	ENSG00002690	reviewed
P02691	ENSG00002691	reviewed
P02692	ENSG00002692	reviewed
P02693	ENSG00002693	reviewed
P02694	ENSG00002694	reviewed
P02695	ENSG00002695	reviewed
P02696	ENSG00002696	reviewed
P02697	ENSG00002697	reviewed
P02698	ENSG00002698	reviewed
P02699	ENSG00002699	reviewed
P02700	ENSG00002700	reviewed
P02701	ENSG00002701	reviewed
P02702	ENSG00002702	reviewed
P02703	ENSG00002703	reviewed
P02704	ENSG00002704	reviewed
P02705	ENSG00002705	reviewed
P02706	ENSG00002706	reviewed
P02707	ENSG00002707	reviewed
P02708	ENSG00002708	reviewed
P02709	ENSG00002709	reviewed
P02710	ENSG00002710	reviewed
P02711	ENSG00002711	reviewed
P02712	ENSG00002712	reviewed
P02713	ENSG00002713	reviewed
P02714	ENSG00002714	reviewed
P02715	ENSG00002715	reviewed
P02716	ENSG00002716	reviewed
P02717	ENSG00002717	reviewed
P02718	ENSG00002718	reviewed
P02719	ENSG00002719	reviewed
P02720	ENSG00002720	reviewed
P02721	ENSG00002721	reviewed
P02722	ENSG00002722	reviewed
P02723	ENSG00002723	reviewed
P02724	ENSG00002724	reviewed
P02725	ENSG00002725	reviewed
P02726	ENSG00002726	reviewed
P02727	ENSG00002727	reviewed
P02728	ENSG00002728	reviewed
P02729	ENSG00002729	reviewed
P02730	ENSG00002730	reviewed
P02731	ENSG00002731	reviewed
P02732	ENSG00002732	reviewed
P02733	ENSG00002733	reviewed
P02734	ENSG00002734	reviewed
P02735	ENSG00002735	reviewed
P02736	ENSG00002736	reviewed
P02737	ENSG00002737	reviewed
P02738	ENSG00002738	reviewed
P02739	ENSG00002739	reviewed
P02740	ENSG00002740	reviewed
P02741	ENSG00002741	reviewed
P02742	ENSG00002742	reviewed
P02743	ENSG00002743	reviewed
P02744	ENSG00002744	reviewed
P02745	ENSG00002745	reviewed
P02746	ENSG00002746	reviewed
P02747	ENSG00002747	reviewed
P02748	ENSG00002748	reviewed
P02749	ENSG00002749	reviewed
P02750	ENSG00002750	reviewed
P02751	ENSG00002751	reviewed
P02752	ENSG00002752	reviewed
P02753	ENSG00002753	reviewed
P02754	ENSG00002754	reviewed
P02755	ENSG00002755	reviewed
P02756	ENSG00002756	reviewed
P02757	ENSG00002757	reviewed
P02758	ENSG00002758	reviewed
P02759	ENSG00002759	reviewed
P02760	ENSG00002760	reviewed
P02761	ENSG00002761	reviewed
P02762	ENSG00002762	reviewed
P02763	ENSG00002763	reviewed
P02764	ENSG00002764	reviewed
P02765	ENSG00002765	reviewed
P02766	ENSG00002766	reviewed
P02767	ENSG00002767	reviewed
P02768	ENSG00002768	reviewed
P02769	ENSG00002769	reviewed
P02770	ENSG00002770	reviewed
P02771	ENSG00002771	reviewed
P02772	ENSG00002772	reviewed
P02773	ENSG00002773	reviewed
P02774	ENSG00002774	reviewed
P02775	ENSG00002775	reviewed
P02776	ENSG00002776	reviewed
P02777	ENSG00002777	reviewed
P02778	ENSG00002778	reviewed
P02779	ENSG00002779	reviewed
P02780	ENSG00002780	reviewed
P02781	ENSG00002781	reviewed
P02782	ENSG00002782	reviewed
P02783	ENSG00002783	reviewed
P02784	ENSG00002784	reviewed
P02785	ENSG00002785	reviewed
P02786	ENSG00002786	reviewed
P02787	ENSG00002787	reviewed
P02788	ENSG00002788	reviewed
P02789	ENSG00002789	reviewed
P02790	ENSG00002790	reviewed
P02791	ENSG00002791	reviewed
P02792	ENSG00002792	reviewed
P02793	ENSG00002793	reviewed
P02794	ENSG00002794	reviewed
P02795	ENSG00002795	reviewed
P02796	ENSG00002796	reviewed
P02797	ENSG00002797	reviewed
P02798	ENSG00002798	reviewed
P02799	ENSG00002799	reviewed
P02800	ENSG00002800	reviewed
P02801	ENSG00002801	reviewed
P02802	ENSG00002802	reviewed
P02803	ENSG00002803	reviewed
P02804	ENSG00002804	reviewed
P02805	ENSG00002805	reviewed
P02806	ENSG00002806	reviewed
P02807	ENSG00002807	reviewed
P02808	ENSG00002808	reviewed
P02809	ENSG00002809	reviewed
P02810	ENSG00002810	reviewed
P02811	ENSG00002811	reviewed
P02812	ENSG00002812	reviewed
P02813	ENSG00002813	reviewed
P02814	ENSG00002814	reviewed
P02815	ENSG00002815	reviewed
P02816	ENSG00002816	reviewed
P02817	ENSG00002817	reviewed
P02818	ENSG00002818	reviewed
P02819	ENSG00002819	reviewed
P02820	ENSG00002820	reviewed
P02821	ENSG00002821	reviewed
P02822	ENSG00002822	reviewed
P02823	ENSG00002823	reviewed
P02824	ENSG00002824	reviewed
P02825	ENSG00002825	reviewed
P02826	ENSG00002826	reviewed
P02827	ENSG00002827	reviewed
P02828	ENSG00002828	reviewed
P02829	ENSG00002829	reviewed
P02830	ENSG00002830	reviewed
P02831	ENSG00002831	reviewed
P02832	ENSG00002832	reviewed
P02833	ENSG00002833	reviewed
P02834	ENSG00002834	reviewed
P02835	ENSG00002835	reviewed
P02836	ENSG00002836	reviewed
P02837	ENSG00002837	reviewed
P02838	ENSG00002838	reviewed
P02839	ENSG00002839	reviewed
P02840	ENSG00002840	reviewed
P02841	ENSG00002841	reviewed
P02842	ENSG00002842	reviewed
P02843	ENSG00002843	reviewed
P02844	ENSG00002844	reviewed
P02845	ENSG00002845	reviewed
P02846	ENSG00002846	reviewed
P02847	ENSG00002847	reviewed
P02848	ENSG00002848	reviewed
P02849	ENSG00002849	reviewed
P02850	ENSG00002850	reviewed
P02851	ENSG00002851	reviewed
P02852	ENSG00002852	reviewed
P02853	ENSG00002853	reviewed
P02854	ENSG00002854	reviewed
P02855	ENSG00002855	reviewed
P02856	ENSG00002856	reviewed
P02857	ENSG00002857	reviewed
P02858	ENSG00002858	reviewed
P02859	ENSG00002859	reviewed
P02860	ENSG00002860	reviewed
P02861	ENSG00002861	reviewed
P02862	ENSG00002862	reviewed
P02863	ENSG00002863	reviewed
P02864	ENSG00002864	reviewed
P02865	ENSG00002865	reviewed
P02866	ENSG00002866	reviewed
P02867	ENSG00002867	reviewed
P02868	ENSG00002868	reviewed
P02869	ENSG00002869	reviewed
P02870	ENSG00002870	reviewed
P02871	ENSG00002871	reviewed
P02872	ENSG00002872	reviewed
P02873	ENSG00002873	reviewed
P02874	ENSG00002874	reviewed
P02875	ENSG00002875	reviewed
P02876	ENSG00002876	reviewed
P02877	ENSG00002877	reviewed
P02878	ENSG00002878	reviewed
P02879	ENSG00002879	reviewed
P02880	ENSG00002880	reviewed
P02881	ENSG00002881	reviewed
P02882	ENSG00002882	reviewed
P02883	ENSG00002883	reviewed
P02884	ENSG00002884	reviewed
P02885	ENSG00002885	reviewed
P02886	ENSG00002886	reviewed
P02887	ENSG00002887	reviewed
P02888	ENSG00002888	reviewed
P02889	ENSG00002889	reviewed
P02890	ENSG00002890	reviewed
P02891	ENSG00002891	reviewed
P02892	ENSG00002892	reviewed
P02893	ENSG00002893	reviewed
P02894	ENSG00002894	reviewed
P02895	ENSG00002895	reviewed
P02896	ENSG00002896	reviewed
P02897	ENSG00002897	reviewed
P02898	ENSG00002898	reviewed
P02899	ENSG00002899	reviewed
P02900	ENSG00002900	reviewed
P02901	ENSG00002901	reviewed
P02902	ENSG00002902	reviewed
P02903	ENSG00002903	reviewed
P02904	ENSG00002904	reviewed
P02905	ENSG00002905	reviewed
P02906	ENSG00002906	reviewed
P02907	ENSG00002907	reviewed
P02908	ENSG00002908	reviewed
P02909	ENSG00002909	reviewed
P02910	ENSG00002910	reviewed
P02911	ENSG00002911	reviewed
P02912	ENSG00002912	reviewed
P02913	ENSG00002913	reviewed
P02914	ENSG00002914	reviewed
P02915	ENSG00002915	reviewed
P02916	ENSG00002916	reviewed
P02917	ENSG00002917	reviewed
P02918	ENSG00002918	reviewed
P02919	ENSG00002919	reviewed
P02920	ENSG00002920	reviewed
P02921	ENSG00002921	reviewed
P02922	ENSG00002922	reviewed
P02923	ENSG00002923	reviewed
P02924	ENSG00002924	reviewed
P02925	ENSG00002925	reviewed
P02926	ENSG00002926	reviewed
P02927	ENSG00002927	reviewed
P02928	ENSG00002928	reviewed
P02929	ENSG00002929	reviewed
P02930	ENSG00002930	reviewed
P02931	ENSG00002931	reviewed
P02932	ENSG00002932	reviewed
P02933	ENSG00002933	reviewed
P02934	ENSG00002934	reviewed
P02935	ENSG00002935	reviewed
P02936	ENSG00002936	reviewed
P02937	ENSG00002937	reviewed
P02938	ENSG00002938	reviewed
P02939	ENSG00002939	reviewed
P02940	ENSG00002940	reviewed
P02941	ENSG00002941	reviewed
P02942	ENSG00002942	reviewed
P02943	ENSG00002943	reviewed
P02944	ENSG00002944	reviewed
P02945	ENSG00002945	reviewed
P02946	ENSG00002946	reviewed
P02947	ENSG00002947	reviewed
P02948	ENSG00002948	reviewed
P02949	ENSG00002949	reviewed
P02950	ENSG00002950	reviewed
P02951	ENSG00002951	reviewed
P02952	ENSG00002952	reviewed
P02953	ENSG00002953	reviewed
P02954	ENSG00002954	reviewed
P02955	ENSG00002955	reviewed
P02956	ENSG00002956	reviewed
P02957	ENSG00002957	reviewed
P02958	ENSG00002958	reviewed
P02959	ENSG00002959	reviewed
P02960	ENSG00002960	reviewed
P02961	ENSG00002961	reviewed
P02962	ENSG00002962	reviewed
P02963	ENSG00002963	reviewed
P02964	ENSG00002964	reviewed
P02965	ENSG00002965	reviewed
P02966	ENSG00002966	reviewed
P02967	ENSG00002967	reviewed
P02968	ENSG00002968	reviewed
P02969	ENSG00002969	reviewed
P02970	ENSG00002970	reviewed
P02971	ENSG00002971	reviewed
P02972	ENSG00002972	reviewed
P02973	ENSG00002973	reviewed
P02974	ENSG00002974	reviewed
P02975	ENSG00002975	reviewed
P02976	ENSG00002976	reviewed
P02977	ENSG00002977	reviewed
P02978	ENSG00002978	reviewed
P02979	ENSG00002979	reviewed
P02980	ENSG00002980	reviewed
P02981	ENSG00002981	reviewed
P02982	ENSG00002982	reviewed
P02983	ENSG00002983	reviewed
P02984	ENSG00002984	reviewed
P02985	ENSG00002985	reviewed
P02986	ENSG00002986	reviewed
P02987	ENSG00002987	reviewed
P02988	ENSG00002988	reviewed
P02989	ENSG00002989	reviewed
P02990	ENSG00002990	reviewed
P02991	ENSG00002991	reviewed
P02992	ENSG00002992	reviewed
P02993	ENSG00002993	reviewed
P02994	ENSG00002994	reviewed
P02995	ENSG00002995	reviewed
P02996	ENSG00002996	reviewed
P02997	ENSG00002997	reviewed
P02998	ENSG00002998	reviewed
P02999	ENSG00002999	reviewed
P03000	ENSG00003000	reviewed
P03001	ENSG00003001	reviewed
P03002	ENSG00003002	reviewed
P03003	ENSG00003003	reviewed
P03004	ENSG00003004	reviewed
P03005	ENSG00003005	reviewed
P03006	ENSG00003006	reviewed
P03007	ENSG00003007	reviewed
P03008	ENSG00003008	reviewed
P03009	ENSG00003009	reviewed
P03010	ENSG00003010	reviewed
P03011	ENSG00003011	reviewed
P03012	ENSG00003012	reviewed
P03013	ENSG00003013	reviewed
P03014	ENSG00003014	reviewed
P03015	ENSG00003015	reviewed
P03016	ENSG00003016	reviewed
P03017	ENSG00003017	reviewed
P03018	ENSG00003018	reviewed
P03019	ENSG00003019	reviewed
P03020	ENSG00003020	reviewed
P03021	ENSG00003021	reviewed
P03022	ENSG00003022	reviewed
P03023	ENSG00003023	reviewed
P03024	ENSG00003024	reviewed
P03025	ENSG00003025	reviewed
P03026	ENSG00003026	reviewed
P03027	ENSG00003027	reviewed
P03028	ENSG00003028	reviewed
P03029	ENSG00003029	reviewed
P03030	ENSG00003030	reviewed
P03031	ENSG00003031	reviewed
P03032	ENSG00003032	reviewed
P03033	ENSG00003033	reviewed
P03034	ENSG00003034	reviewed
P03035	ENSG00003035	reviewed
P03036	ENSG00003036	reviewed
P03037	ENSG00003037	reviewed
P03038	ENSG00003038	reviewed
P03039	ENSG00003039	reviewed
P03040	ENSG00003040	reviewed
P03041	ENSG00003041	reviewed
P03042	ENSG00003042	reviewed
P03043	ENSG00003043	reviewed
P03044	ENSG00003044	reviewed
P03045	ENSG00003045	reviewed
P03046	ENSG00003046	reviewed
P03047	ENSG00003047	reviewed
P03048	ENSG00003048	reviewed
P03049	ENSG00003049	reviewed
P03050	ENSG00003050	reviewed
P03051	ENSG00003051	reviewed
P03052	ENSG00003052	reviewed
P03053	ENSG00003053	reviewed
P03054	ENSG00003054	reviewed
P03055	ENSG00003055	reviewed
P03056	ENSG00003056	reviewed
P03057	ENSG00003057	reviewed
P03058	ENSG00003058	reviewed
P03059	ENSG00003059	reviewed
P03060	ENSG00003060	reviewed
P03061	ENSG00003061	reviewed
P03062	ENSG00003062	reviewed
P03063	ENSG00003063	reviewed
P03064	ENSG00003064	reviewed
P03065	ENSG00003065	reviewed
P03066	ENSG00003066	reviewed
P03067	ENSG00003067	reviewed
P03068	ENSG00003068	reviewed
P03069	ENSG00003069	reviewed
P03070	ENSG00003070	reviewed
P03071	ENSG00003071	reviewed
P03072	ENSG00003072	reviewed
P03073	ENSG00003073	reviewed
P03074	ENSG00003074	reviewed
P03075	ENSG00003075	reviewed
P03076	ENSG00003076	reviewed
P03077	ENSG00003077	reviewed
P03078	ENSG00003078	reviewed
P03079	ENSG00003079	reviewed
P03080	ENSG00003080	reviewed
P03081	ENSG00003081	reviewed
P03082	ENSG00003082	reviewed
P03083	ENSG00003083	reviewed
P03084	ENSG00003084	reviewed
P03085	ENSG00003085	reviewed
P03086	ENSG00003086	reviewed
P03087	ENSG00003087	reviewed
P03088	ENSG00003088	reviewed
P03089	ENSG00003089	reviewed
P03090	ENSG00003090	reviewed
P03091	ENSG00003091	reviewed
P03092	ENSG00003092	reviewed
P03093	ENSG00003093	reviewed
P03094	ENSG00003094	reviewed
P03095	ENSG00003095	reviewed
P03096	ENSG00003096	reviewed
P03097	ENSG00003097	reviewed
P03098	ENSG00003098	reviewed
P03099	ENSG00003099	reviewed
P03100	ENSG00003100	reviewed
P03101	ENSG00003101	reviewed
P03102	ENSG00003102	reviewed
P03103	ENSG00003103	reviewed
P03104	ENSG00003104	reviewed
P03105	ENSG00003105	reviewed
P03106	ENSG00003106	reviewed
P03107	ENSG00003107	reviewed
P03108	ENSG00003108	reviewed
P03109	ENSG00003109	reviewed
P03110	ENSG00003110	reviewed
P03111	ENSG00003111	reviewed
P03112	ENSG00003112	reviewed
P03113	ENSG00003113	reviewed
P03114	ENSG00003114	reviewed
P03115	ENSG00003115	reviewed
P03116	ENSG00003116	reviewed
P03117	ENSG00003117	reviewed
P03118	ENSG00003118	reviewed
P03119	ENSG00003119	reviewed
P03120	ENSG00003120	reviewed
P03121	ENSG00003121	reviewed
P03122	ENSG00003122	reviewed
P03123	ENSG00003123	reviewed
P03124	ENSG00003124	reviewed
P03125	ENSG00003125	reviewed
P03126	ENSG00003126	reviewed
P03127	ENSG00003127	reviewed
P03128	ENSG00003128	reviewed
P03129	ENSG00003129	reviewed
P03130	ENSG00003130	reviewed
P03131	ENSG00003131	reviewed
P03132	ENSG00003132	reviewed
P03133	ENSG00003133	reviewed
P03134	ENSG00003134	reviewed
P03135	ENSG00003135	reviewed
P03136	ENSG00003136	reviewed
P03137	ENSG00003137	reviewed
P03138	ENSG00003138	reviewed
P03139	ENSG00003139	reviewed
P03140	ENSG00003140	reviewed
P03141	ENSG00003141	reviewed
P03142	ENSG00003142	reviewed
P03143	ENSG00003143	reviewed
P03144	ENSG00003144	reviewed
P03145	ENSG00003145	reviewed
P03146	ENSG00003146	reviewed
P03147	ENSG00003147	reviewed
P03148	ENSG00003148	reviewed
P03149	ENSG00003149	reviewed
P03150	ENSG00003150	reviewed
P03151	ENSG00003151	reviewed
P03152	ENSG00003152	reviewed
P03153	ENSG00003153	reviewed
P03154	ENSG00003154	reviewed
P03155	ENSG00003155	reviewed
P03156	ENSG00003156	reviewed
P03157	ENSG00003157	reviewed
P03158	ENSG00003158	reviewed
P03159	ENSG00003159	reviewed
P03160	ENSG00003160	reviewed
P03161	ENSG00003161	reviewed
P03162	ENSG00003162	reviewed
P03163	ENSG00003163	reviewed
P03164	ENSG00003164	reviewed
P03165	ENSG00003165	reviewed
P03166	ENSG00003166	reviewed
P03167	ENSG00003167	reviewed
P03168	ENSG00003168	reviewed
P03169	ENSG00003169	reviewed
P03170	ENSG00003170	reviewed
P03171	ENSG00003171	reviewed
P03172	ENSG00003172	reviewed
P03173	ENSG00003173	reviewed
P03174	ENSG00003174	reviewed
P03175	ENSG00003175	reviewed
P03176	ENSG00003176	reviewed
P03177	ENSG00003177	reviewed
P03178	ENSG00003178	reviewed
P03179	ENSG00003179	reviewed
P03180	ENSG00003180	reviewed
P03181	ENSG00003181	reviewed
P03182	ENSG00003182	reviewed
P03183	ENSG00003183	reviewed
P03184	ENSG00003184	reviewed
P03185	ENSG00003185	reviewed
P03186	ENSG00003186	reviewed
P03187	ENSG00003187	reviewed
P03188	ENSG00003188	reviewed
P03189	ENSG00003189	reviewed
P03190	ENSG00003190	reviewed
P03191	ENSG00003191	reviewed
P03192	ENSG00003192	reviewed
P03193	ENSG00003193	reviewed
P03194	ENSG00003194	reviewed
P03195	ENSG00003195	reviewed
P03196	ENSG00003196	reviewed
P03197	ENSG00003197	reviewed
P03198	ENSG00003198	reviewed
P03199	ENSG00003199	reviewed
P03200	ENSG00003200	reviewed
P03201	ENSG00003201	reviewed
P03202	ENSG00003202	reviewed
P03203	ENSG00003203	reviewed
P03204	ENSG00003204	reviewed
P03205	ENSG00003205	reviewed
P03206	ENSG00003206	reviewed
P03207	ENSG00003207	reviewed
P03208	ENSG00003208	reviewed
P03209	ENSG00003209	reviewed
P03210	ENSG00003210	reviewed
P03211	ENSG00003211	reviewed
P03212	ENSG00003212	reviewed
P03213	ENSG00003213	reviewed
P03214	ENSG00003214	reviewed
P03215	ENSG00003215	reviewed
P03216	ENSG00003216	reviewed
P03217	ENSG00003217	reviewed
P03218	ENSG00003218	reviewed
P03219	ENSG00003219	reviewed
P03220	ENSG00003220	reviewed
P03221	ENSG00003221	reviewed
P03222	ENSG00003222	reviewed
P03223	ENSG00003223	reviewed
P03224	ENSG00003224	reviewed
P03225	ENSG00003225	reviewed
P03226	ENSG00003226	reviewed
P03227	ENSG00003227	reviewed
P03228	ENSG00003228	reviewed
P03229	ENSG00003229	reviewed
P03230	ENSG00003230	reviewed
P03231	ENSG00003231	reviewed
P03232	ENSG00003232	reviewed
P03233	ENSG00003233	reviewed
P03234	ENSG00003234	reviewed
P03235	ENSG00003235	reviewed
P03236	ENSG00003236	reviewed
P03237	ENSG00003237	reviewed
P03238	ENSG00003238	reviewed
P03239	ENSG00003239	reviewed
P03240	ENSG00003240	reviewed
P03241	ENSG00003241	reviewed
P03242	ENSG00003242	reviewed
P03243	ENSG00003243	reviewed
P03244	ENSG00003244	reviewed
P03245	ENSG00003245	reviewed
P03246	ENSG00003246	reviewed
P03247	ENSG00003247	reviewed
P03248	ENSG00003248	reviewed
P03249	ENSG00003249	reviewed
P03250	ENSG00003250	reviewed
P03251	ENSG00003251	reviewed
P03252	ENSG00003252	reviewed
P03253	ENSG00003253	reviewed
P03254	ENSG00003254	reviewed
P03255	ENSG00003255	reviewed
P03256	ENSG00003256	reviewed
P03257	ENSG00003257	reviewed
P03258	ENSG00003258	reviewed
P03259	ENSG00003259	reviewed
P03260	ENSG00003260	reviewed
P03261	ENSG00003261	reviewed
P03262	ENSG00003262	reviewed
P03263	ENSG00003263	reviewed
P03264	ENSG00003264	reviewed
P03265	ENSG00003265	reviewed
P03266	ENSG00003266	reviewed
P03267	ENSG00003267	reviewed
P03268	ENSG00003268	reviewed
P03269	ENSG00003269	reviewed
P03270	ENSG00003270	reviewed
P03271	ENSG00003271	reviewed
P03272	ENSG00003272	reviewed
P03273	ENSG00003273	reviewed
P03274	ENSG00003274	reviewed
P03275	ENSG00003275	reviewed
P03276	ENSG00003276	reviewed
P03277	ENSG00003277	reviewed
P03278	ENSG00003278	reviewed
P03279	ENSG00003279	reviewed
P03280	ENSG00003280	reviewed
P03281	ENSG00003281	reviewed
P03282	ENSG00003282	reviewed
P03283	ENSG00003283	reviewed
P03284	ENSG00003284	reviewed
P03285	ENSG00003285	reviewed
P03286	ENSG00003286	reviewed
P03287	ENSG00003287	reviewed
P03288	ENSG00003288	reviewed
