layer	feature	freq
protein	PG00906	0
protein	PGSHARED0014	0
protein	PG00234	0
protein	PG00495	0
protein	PG01117	0
protein	PG00112	0
protein	PG00410b	0
protein	PG01031	0
protein	PG00066	0
protein	PG01291b	0
protein	PG01222	0
protein	PGSHARED0015	0
protein	PG00905	0
protein	PG01353	0
protein	PG00502	0
protein	PG00461	0
protein	PG01827	0
protein	PG01773	0
protein	PG00641b	0
protein	PG01608	0
protein	PG01126	0
protein	PG01515	0
protein	PG01144	0
protein	PG00206	0
protein	PG00935	0
protein	PG01173	0
protein	PG00741	0
protein	PG00082	0
protein	PG00718	0
protein	PG00241	0
protein	PG00321	0
protein	PG00574b	0
protein	PG00869	0
protein	PG00367	0
protein	PG01088	0
protein	PG00763	0
protein	PG01829	0
protein	PG00679	0
protein	PG00309	0
protein	PG01385	0
protein	PG01263	0
protein	PG00080	0
protein	PG00262	0
protein	PG01209	0
protein	PG00346	0
protein	PG01266	0
protein	PG00307	0
protein	PG00164	0
protein	PG00002	0
protein	PG01657b	0
protein	PG01451	0
protein	PGSHARED0047	0
protein	PG01165b	0
protein	PGSHARED0058	0
protein	PG01049	0
protein	PG01113	0
protein	PG00966	0
protein	PG01317	0
protein	PG00218	0
protein	PG01635	0
protein	PG00170	0
protein	PG00900	0
protein	PG01759	0
protein	PG01094b	0
protein	PG01333	0
protein	PG01552	0
protein	PG01536	0
protein	PG00677	0
protein	PG00144	0
protein	PG00697	0
protein	PG00150	0
protein	PG00013	0
protein	PG00195	0
protein	PG00113	0
protein	PG00079	0
protein	PG00974	0
protein	PG00840	0
protein	PG01248	0
protein	PG00158	0
protein	PG00955	0
protein	PG01056	0
protein	PG00089	0
protein	PG00793	0
protein	PG00626	0
protein	PG00524	0
protein	PG00174	0
protein	PG00271	0
protein	PG00405	0
protein	PG01439	0
protein	PG01376	0
protein	PG01319	0
protein	PG00555	0
protein	PG00376b	0
protein	PG01067	0
protein	PG01315	0
protein	PG00376	0
protein	PG00794	0
protein	PG01410	0
protein	PG01634	0
protein	PG01077	0
protein	PG01831	0
protein	PG00918	0
protein	PG00790	0
protein	PG01182	0
protein	PG00971	0
protein	PG00005	0
protein	PG00485	0
protein	PG00097	0
protein	PG00737	0
protein	PG01303	0
protein	PG00036	0
protein	PG00410	0
protein	PG01182b	0
protein	PG00759	0
protein	PG00686	0
protein	PG01817	0
protein	PG00802	0
protein	PG00302	0
protein	PG01176	0
protein	PG00506	0
protein	PG00418	0
protein	PG01786	0
protein	PG01688	0
protein	PGSHARED0005	0
protein	PG01356b	0
protein	PG01027	0
protein	PG01714	0
protein	PG01061	0
protein	PG00408	0
protein	PG01572	0
protein	PG00888	0
protein	PG01507	0
protein	PG01593	0
protein	PG01002	0
protein	PG00886	0
protein	PG01409	0
protein	PG00087	0
protein	PG01668	0
protein	PG01149	0
protein	PG00379	0
protein	PG00123	0
protein	PG00481	0
protein	PG00156b	0
protein	PG00643	0
protein	PG01358	0
protein	PG00169	0
protein	PG01327	0
protein	PG00078	0
protein	PG00287	0
protein	PG00503	0
protein	PG01044	0
protein	PG00564	0
protein	PG00146	0
protein	PG01479	0
protein	PG00903	0
protein	PG01518	0
protein	PG00822	0
protein	PG00456	0
protein	PG00500	0
protein	PG00783	0
protein	PG01482	0
protein	PG01667	0
protein	PG00305	0
protein	PG01807b	0
protein	PG01705	0
protein	PG01262	0
protein	PG00184	0
protein	PGSHARED0044	0
protein	PG01134	0
protein	PG00827	0
protein	PG00462	0
protein	PG00533	0
protein	PG01041	0
protein	PG00635	0
protein	PG00435	0
protein	PG01338	0
protein	PG00086	0
protein	PG00121	0
protein	PG01724	0
protein	PG01639	0
protein	PG00506b	0
protein	PG01178	0
protein	PG00725	0
protein	PG00513	0
protein	PG01495	0
protein	PG01627	0
protein	PG00744	0
protein	PG00151	0
protein	PG01664	0
protein	PG00058b	0
protein	PG01021	0
protein	PG00841	0
protein	PG00691	0
protein	PG01657	0
protein	PG01401	0
protein	PG01321	0
protein	PG01538	0
protein	PG01708	0
protein	PG00607	0
protein	PG00871	0
protein	PG01009	0
protein	PG00861	0
protein	PG01612b	0
protein	PG01744	0
protein	PG01560	0
protein	PG00700b	0
protein	PG00191	0
protein	PG00898	0
protein	PG00610	0
protein	PG01081	0
protein	PG00678	0
protein	PG00242	0
protein	PG00137	0
protein	PG00956	0
protein	PG00352	0
protein	PG00046	0
protein	PG00879	0
protein	PG00647	0
protein	PG00199	0
protein	PG01164	0
protein	PG00015	0
protein	PG00296	0
protein	PG00929	0
protein	PG01157b	0
protein	PG00444	0
protein	PG01177	0
protein	PG00559	0
protein	PG01091	0
protein	PG00460	0
protein	PG00965b	0
protein	PG01582	0
protein	PG00620	0
protein	PG00514	0
protein	PG01481	0
protein	PG00852	0
protein	PG00123b	0
protein	PG00557	0
protein	PG00902	0
protein	PG01790	0
protein	PG00769	0
protein	PG01007	0
protein	PG00904	0
protein	PG00189	0
protein	PG01183	0
protein	PG01525	0
protein	PG01816	0
protein	PG00534	0
protein	PG00515	0
protein	PG01801	0
protein	PG00196	0
protein	PG00641	0
protein	PG01133	0
protein	PG00537	0
protein	PG00587	0
protein	PG01427	0
protein	PG01633	0
protein	PG01157	0
protein	PG00571	0
protein	PG01121	0
protein	PG00298	0
protein	PG00179	0
protein	PG00617	0
protein	PG01370	0
protein	PG01001	0
protein	PG00067	0
protein	PG00756	0
protein	PG00448b	0
protein	PG00917	0
protein	PG01047	0
protein	PG00381	0
protein	PG00830	0
protein	PG00570	0
protein	PG01190	0
protein	PG00568	0
protein	PG01072	0
protein	PG01371	0
protein	PG00375	0
protein	PGSHARED0056	0
protein	PG00978	0
protein	PG01584	0
protein	PG01125	0
protein	PG00454	0
protein	PG00450	0
protein	PG01789	0
protein	PG01705b	0
protein	PG01683	0
protein	PG00256	0
protein	PG01074	0
protein	PG01646b	0
protein	PG00071	0
protein	PG00042	0
protein	PG00094	0
protein	PG00804	0
protein	PG01127	0
protein	PG00577	0
protein	PG01282	0
protein	PG00037	0
protein	PG00752	0
protein	PG01431	0
protein	PG00914	0
protein	PG01265	0
protein	PGSHARED0066	0
protein	PG00423	0
protein	PG00320	0
protein	PG00052	0
protein	PG01494	0
protein	PG01092	0
protein	PG00829	0
protein	PG01821	0
protein	PG00374	0
protein	PG00522	0
protein	PG00795	0
protein	PG01029	0
protein	PG01682	0
protein	PG01498	0
protein	PG01632	0
protein	PG00622	0
protein	PG00299	0
protein	PG01337	0
protein	PG00779	0
protein	PG01715	0
protein	PG01131	0
protein	PGSHARED0025	0
protein	PG01196	0
protein	PG00556	0
protein	PGSHARED0061	0
protein	PG01398	0
protein	PG01302	0
protein	PG00538	0
protein	PG00311	0
protein	PG01365	0
protein	PG01130	0
protein	PG00337	0
protein	PG00432	0
protein	PG00229	0
protein	PG00806	0
protein	PG00401	0
protein	PG01734	0
protein	PG00911	0
protein	PG00700	0
protein	PG01162	0
protein	PG00662	0
protein	PG01717	0
protein	PG00987	0
protein	PG01010	0
protein	PGSHARED0012	0
protein	PG00110	0
protein	PG01577	0
protein	PG01761	0
protein	PG01090	0
protein	PG00008	0
protein	PG00528	0
protein	PG01819	0
protein	PG01492	0
protein	PG01341	0
protein	PG01305	0
protein	PG00728	0
protein	PG00558	0
protein	PG01234	0
protein	PG00295	0
protein	PG01666	0
protein	PG01245	0
protein	PG00411	0
protein	PG00782	0
protein	PG00897b	0
protein	PG01712	0
protein	PG00361	0
protein	PG00304	0
protein	PG00189b	0
protein	PG00259	0
protein	PG00990	0
protein	PG00926	0
protein	PG00573	0
protein	PG01480	0
protein	PG00167	0
protein	PG01454	0
protein	PG01311	0
protein	PG01440	0
protein	PG00646	0
protein	PGSHARED0040	0
protein	PG00875	0
protein	PG01742	0
protein	PG00074	0
protein	PG00544	0
protein	PG00612	0
protein	PG00897	0
protein	PG00370	0
protein	PG00780	0
protein	PG00058	0
protein	PG00621	0
protein	PG01615	0
protein	PG01624	0
protein	PG01200	0
protein	PG00954	0
protein	PG00406	0
protein	PGSHARED0062	0
protein	PG00136	0
protein	PG01136	0
protein	PG00464	0
protein	PG00567	0
protein	PG00990b	0
protein	PG01679	0
protein	PG00881	0
protein	PG00314	0
protein	PG01400	0
protein	PG00634	0
protein	PG01746	0
protein	PG01142	0
protein	PG01553	0
protein	PG01264	0
protein	PG00144b	0
protein	PG01082	0
protein	PG01269	0
protein	PG01037	0
protein	PG01396	0
protein	PG01658	0
protein	PG01797	0
protein	PG01470b	0
protein	PG01470	0
protein	PG00065	0
protein	PG01505	0
protein	PG01374	0
protein	PG00712	0
protein	PG00536	0
protein	PG01381	0
protein	PG00585	0
protein	PG00867	0
protein	PG01751	0
protein	PG01038	0
protein	PG00894	0
protein	PG01655	0
protein	PG01060	0
protein	PG01529	0
protein	PG01404	0
protein	PG00326	0
protein	PG01002b	0
protein	PG00165	0
protein	PG01123	0
protein	PG01122	0
protein	PGSHARED0046	0
protein	PG01085	0
protein	PG00478	0
protein	PG01174	0
protein	PG01564b	0
protein	PG00838	0
protein	PG00111	0
protein	PG00738	0
protein	PG01260	0
protein	PG01830	0
protein	PG00109	0
protein	PG00358	0
protein	PG00860	0
protein	PGSHARED0067	0
protein	PG00409	0
protein	PG00543	0
protein	PG00352b	0
protein	PG01460	0
protein	PG01426	0
protein	PG01299	0
protein	PG00727	0
protein	PG01232	0
protein	PG01079	0
protein	PG01273	0
protein	PG00856	0
protein	PG00855	0
protein	PG01745	0
protein	PG01170	0
protein	PG01378	0
protein	PG01388	0
protein	PG01760	0
protein	PG01630	0
protein	PG01732	0
protein	PG01461	0
protein	PG01772	0
protein	PG00207	0
protein	PG00624	0
protein	PG01394	0
protein	PG01468	0
protein	PG01567	0
protein	PG00208	0
protein	PG01542	0
protein	PG00090	0
protein	PG00467	0
protein	PG00332	0
protein	PGSHARED0010	0
protein	PG01539	0
protein	PGSHARED0052	0
protein	PG00182	0
protein	PG00176	0
protein	PG01740	0
protein	PG01211	0
protein	PGSHARED0032	0
protein	PG00596	0
protein	PG01568	0
protein	PG01285	0
protein	PG01520	0
protein	PG00051	0
protein	PG00689	0
protein	PG01101	0
protein	PG00550	0
protein	PG00785	0
protein	PG01259	0
protein	PG01530	0
protein	PG00883	0
protein	PG00254	0
protein	PG01087	0
protein	PG01785	0
protein	PG00606	0
protein	PG00157	0
protein	PG00019	0
protein	PG00108	0
protein	PG01737	0
protein	PG01000	0
protein	PG00526	0
protein	PG01469	0
protein	PG01386	0
protein	PG00491	0
protein	PG01350	0
protein	PGSHARED0016	0
protein	PG01610	0
protein	PG01805	0
protein	PG00093	0
protein	PG00714	0
protein	PG01463	0
protein	PG01213	0
protein	PG00143	0
protein	PG01073	0
protein	PGSHARED0002	0
protein	PG00076	0
protein	PG01035	0
protein	PG00799	0
protein	PG01050	0
protein	PG01342	0
protein	PG01579	0
protein	PG00658	0
protein	PG01554	0
protein	PGSHARED0019	0
protein	PGSHARED0018	0
protein	PG01447	0
protein	PG00045	0
protein	PG00043	0
protein	PG00769b	0
protein	PG00153	0
protein	PGSHARED0029	0
protein	PG01236	0
protein	PG01103	0
protein	PG00449	0
protein	PG01132b	0
protein	PG01288	0
protein	PG00723	0
protein	PG01571	0
protein	PG00981	0
protein	PG00837	0
protein	PG00644	0
protein	PG01599	0
protein	PG00695	0
protein	PGSHARED0045	0
protein	PG00421	0
protein	PG00993	0
protein	PGSHARED0051	0
protein	PG01108	0
protein	PG00632	0
protein	PG00499	0
protein	PG01357	0
protein	PG01258	0
protein	PGSHARED0065	0
protein	PG00007	0
protein	PG01261	0
protein	PG01305b	0
protein	PG01165	0
protein	PG01308	0
protein	PG01788b	0
protein	PG01207	0
protein	PG01241	0
protein	PG01216	0
protein	PG01034	0
protein	PG01807	0
protein	PGSHARED0023	0
protein	PG01485	0
protein	PGSHARED0017	0
protein	PG00323	0
protein	PG01615b	0
protein	PG01607	0
protein	PG00967	0
protein	PG01233	0
protein	PG00530	0
protein	PG01600	0
protein	PG00069	0
protein	PG00313	0
protein	PG01298	0
protein	PG01642	0
protein	PG00344	0
protein	PG01292	0
protein	PG01783	0
protein	PG01068b	0
protein	PG00884	0
protein	PG00529	0
protein	PG00895	0
protein	PG00470	0
protein	PG00061	0
protein	PG00292	0
protein	PG01095	0
protein	PG01806	0
protein	PG01586	0
protein	PG01026	0
protein	PG00997	0
protein	PG01613	0
protein	PG01148	0
protein	PG00055	0
protein	PG01316	0
protein	PG01309	0
protein	PG01575	0
protein	PG01517	0
protein	PG01754	0
protein	PG01419	0
protein	PG01335	0
protein	PG01810	0
protein	PG01656	0
protein	PG00293	0
protein	PG00131	0
protein	PG00062	0
protein	PG00623	0
protein	PG00863	0
protein	PG01661	0
protein	PG01367	0
protein	PG01211b	0
protein	PG00716	0
protein	PG00247	0
protein	PG00638	0
protein	PG00096	0
protein	PG01310	0
protein	PG01725	0
protein	PG00387	0
protein	PG01197	0
protein	PG00818	0
protein	PGSHARED0021	0
protein	PG01306	0
protein	PG00439	0
protein	PG01820	0
protein	PG01764	0
protein	PG01356	0
protein	PG01154	0
protein	PG00924	0
protein	PG00155	0
protein	PG00261b	0
protein	PG01729	0
protein	PG01425	0
protein	PG01444	0
protein	PG00748	0
protein	PG01403	0
protein	PG00282	0
protein	PGSHARED0038	0
protein	PG00116	0
protein	PG00743	0
protein	PG00400	0
protein	PG01634b	0
protein	PG00398	0
protein	PG00407	0
protein	PG01792	0
protein	PG00711	0
protein	PG00392	0
protein	PGSHARED0007	0
protein	PG01716	0
protein	PGSHARED0037	0
protein	PG01645	0
protein	PG00140	0
protein	PG01005	0
protein	PG01159	0
protein	PG01753	0
protein	PG01677	0
protein	PG01230	0
protein	PG00315	0
protein	PG01255	0
protein	PG01771	0
protein	PG01491	0
protein	PG00707	0
protein	PG01202	0
protein	PG00941	0
protein	PG00649	0
protein	PG01660	0
protein	PG01429	0
protein	PG00891	0
protein	PG01377	0
protein	PG01787	0
protein	PG00317	0
protein	PG00303	0
protein	PG00310	0
protein	PG01267	0
protein	PG01756	0
protein	PG00699	0
protein	PG01033	0
protein	PG01279	0
protein	PG00420	0
protein	PG00921	0
protein	PG01140	0
protein	PGSHARED0008	0
protein	PG01019	0
protein	PG01721	0
protein	PG00134	0
protein	PG00675	0
protein	PG01672	0
protein	PG00553	0
protein	PG00113b	0
protein	PG01743	0
protein	PG01253	0
protein	PG00786	0
protein	PG01023	0
protein	PG00274	0
protein	PG00006	0
protein	PG01099	0
protein	PG01380	0
protein	PG00095	0
protein	PG00004	0
protein	PG01625	0
protein	PG00868	0
protein	PG00132	0
protein	PG01709	0
protein	PG00925	0
protein	PG00261	0
protein	PG01287	0
protein	PG01252	0
protein	PG00592	0
protein	PG00517	0
protein	PGSHARED0060	0
protein	PG01215	0
protein	PG00227	0
protein	PG00803	0
protein	PG01115	0
protein	PG00339	0
protein	PG01713	0
protein	PG00604	0
protein	PG01735	0
protein	PG01822	0
protein	PG00507	0
protein	PG01417	0
protein	PG00232	0
protein	PG00934	0
protein	PG00221	0
protein	PGSHARED0071	0
protein	PG01251	0
protein	PG01093	0
protein	PG00345	0
protein	PG00122	0
protein	PG01036	0
protein	PG01549	0
protein	PG01611	0
protein	PG00204	0
protein	PG01824	0
protein	PG01548	0
protein	PG01643	0
protein	PG01231	0
protein	PG00102	0
protein	PG01124	0
protein	PG00383	0
protein	PG00105	0
protein	PG00882	0
protein	PG00977b	0
protein	PG00334	0
protein	PG01139	0
protein	PG00508	0
protein	PG00713	0
protein	PG00092	0
protein	PG00041	0
protein	PG00371	0
protein	PG00969	0
protein	PG00425	0
protein	PG01616	0
protein	PG00878	0
protein	PGSHARED0033	0
protein	PG01791	0
protein	PG00453	0
protein	PG01812	0
protein	PG00257	0
protein	PG01652	0
protein	PG01238	0
protein	PG00576	0
protein	PG00328	0
protein	PG00823	0
protein	PG01565	0
protein	PG01284	0
protein	PG01527	0
protein	PG00270	0
protein	PG00820	0
protein	PGSHARED0004	0
protein	PG00729	0
protein	PG00291	0
protein	PG01669	0
protein	PG00188	0
protein	PG01449	0
protein	PG00962	0
protein	PG01352	0
protein	PG01762	0
protein	PGSHARED0020	0
protein	PG01436	0
protein	PG01137	0
protein	PG01699	0
protein	PG01105	0
protein	PG01373	0
protein	PG00099	0
protein	PG00220	0
protein	PG00671	0
protein	PG01826	0
protein	PG00546	0
protein	PGSHARED0042	0
protein	PG01606	0
protein	PG01416	0
protein	PG01800	0
protein	PG01301	0
protein	PG01718	0
protein	PG01328	0
protein	PG00572	0
protein	PG01441	0
protein	PG00591	0
protein	PG00194	0
protein	PG00916	0
protein	PG01535	0
protein	PG01028	0
protein	PG01676	0
protein	PG01768	0
protein	PG00277	0
protein	PG00938	0
protein	PG01322	0
protein	PG00808	0
protein	PG01689	0
protein	PG00661	0
protein	PG00659	0
protein	PGSHARED0070	0
protein	PG01344	0
protein	PG00429	0
protein	PG01361	0
protein	PG00899	0
protein	PG01271	0
protein	PG00104	0
protein	PG01617	0
protein	PG01739	0
protein	PG01814	0
protein	PG01412	0
protein	PG01194	0
protein	PG01360	0
protein	PG00761	0
protein	PG00060	0
protein	PG00127	0
protein	PG00825	0
protein	PGSHARED0041	0
protein	PG00226	0
protein	PG01488	0
protein	PG01788	0
protein	PG00778	0
protein	PG01741	0
protein	PG01395	0
protein	PG00487	0
protein	PG00389	0
protein	PG00834	0
protein	PG00613	0
protein	PG01815	0
protein	PG00599	0
protein	PG00668	0
protein	PG00814	0
protein	PG00355	0
protein	PG01054	0
protein	PG00225	0
protein	PG01295	0
protein	PG01280	0
protein	PG00497	0
protein	PG01770	0
protein	PG00847	0
protein	PG00979	0
protein	PG00963	0
protein	PG01693	0
protein	PG01781	0
protein	PG01364	0
protein	PG00200	0
protein	PG00520	0
protein	PG01382	0
protein	PG00457	0
protein	PG00972	0
protein	PG01168	0
protein	PGSHARED0026	0
protein	PG00532	0
protein	PG01524	0
protein	PG01649	0
protein	PG01545	0
protein	PG00608	0
protein	PG00057	0
protein	PG00574	0
protein	PG00380	0
protein	PG01710	0
protein	PG01114	0
protein	PG00547	0
protein	PG00219	0
protein	PG00784	0
protein	PG01670	0
protein	PG01532	0
protein	PG00483	0
protein	PG00034	0
protein	PG01109	0
protein	PG01665	0
protein	PG01187	0
protein	PG00590	0
protein	PG00077	0
protein	PG01497	0
protein	PG00582	0
protein	PG00373	0
protein	PG01169	0
protein	PG00084	0
protein	PG00426	0
protein	PG00565	0
protein	PG00056	0
protein	PG00031b	0
protein	PG01499	0
protein	PG00719	0
protein	PG01687	0
protein	PG01465	0
protein	PG01345	0
protein	PG01225	0
protein	PGSHARED0039	0
protein	PG00012	0
protein	PGSHARED0072	0
protein	PG01448	0
protein	PG01813	0
protein	PG00427	0
protein	PG00139	0
protein	PG00025	0
protein	PG00276	0
protein	PG01531	0
protein	PG00128	0
protein	PG01620	0
protein	PG01796b	0
protein	PG01544	0
protein	PG01590	0
protein	PG00919	0
protein	PG01278	0
protein	PG01361b	0
protein	PG01339	0
protein	PG01543	0
protein	PG01189	0
protein	PGSHARED0013	0
protein	PG00597	0
protein	PG01039	0
protein	PG01223	0
protein	PG00152	0
protein	PG00887	0
protein	PG01110	0
protein	PG00705	0
protein	PG00201	0
protein	PG00947	0
protein	PG00566	0
protein	PG00688	0
protein	PG01752	0
protein	PG00306	0
protein	PG00492	0
protein	PG00347	0
protein	PG01375	0
protein	PG00580	0
protein	PG01106	0
protein	PG01798	0
protein	PG00493	0
protein	PG01711	0
protein	PG00437	0
protein	PG01700	0
protein	PG00988	0
protein	PG00927	0
protein	PG01588	0
protein	PG01354	0
protein	PG01569	0
protein	PGSHARED0064	0
protein	PG01673	0
protein	PGSHARED0034	0
protein	PG01623	0
protein	PG01456	0
protein	PG01475	0
protein	PG00968	0
protein	PG00445	0
protein	PG00746	0
protein	PG00652	0
protein	PG01723	0
protein	PG01017	0
protein	PG00959	0
protein	PG01445	0
protein	PG00160	0
protein	PG01690	0
protein	PG00648	0
protein	PG01392	0
protein	PG01042	0
protein	PG00930	0
protein	PG00949	0
protein	PG00541	0
protein	PG01068	0
protein	PG00734	0
protein	PG01733	0
protein	PG00212	0
protein	PG00026	0
protein	PG00172	0
protein	PG00319	0
protein	PG00083	0
protein	PG00750	0
protein	PG01706	0
protein	PG00880	0
protein	PG00942	0
protein	PG00255	0
protein	PG01662	0
protein	PG00560	0
protein	PG00698	0
protein	PG00364	0
protein	PG00014	0
protein	PG00294	0
protein	PG01242b	0
protein	PG00640	0
protein	PG00765	0
protein	PG00340	0
protein	PG00664	0
protein	PG01289	0
protein	PG00708	0
protein	PG00511	0
protein	PG01727	0
protein	PG01749	0
protein	PG01777	0
protein	PG00521	0
protein	PG00846	0
protein	PG01626	0
protein	PG01443	0
protein	PG01161	0
protein	PG00815	0
protein	PG01809	0
protein	PGSHARED0063	0
protein	PG00163	0
protein	PG01648	0
protein	PG01467	0
protein	PG01314	0
protein	PG00177	0
protein	PG00085	0
protein	PG00430	0
protein	PG00455	0
protein	PG00755	0
protein	PG00787	0
protein	PG01147	0
protein	PG01556	0
protein	PG01184	0
protein	PGSHARED0048	0
protein	PG00216	0
protein	PG00542	0
protein	PG00872b	0
protein	PG00028	0
protein	PG01240	0
protein	PG01355	0
protein	PG00862	0
protein	PG00805	0
protein	PG00016	0
protein	PG01764b	0
protein	PG00217	0
protein	PG00773	0
protein	PG01778	0
protein	PG00531	0
protein	PG01453	0
protein	PG01290	0
protein	PG00480	0
protein	PG01210	0
protein	PG01179	0
protein	PG01331	0
protein	PG00611	0
protein	PG01329	0
protein	PG01502b	0
protein	PG00770	0
protein	PG00290	0
protein	PG00114	0
protein	PG00197	0
protein	PG00901	0
protein	PG00816	0
protein	PG00471	0
protein	PG00428	0
protein	PG00498	0
protein	PG01069	0
protein	PG01282b	0
protein	PG01155	0
protein	PG00168	0
protein	PG00369	0
protein	PGSHARED0055	0
protein	PG01096	0
protein	PG00433	0
protein	PG01150	0
protein	PG01601	0
protein	PG00101	0
protein	PG00715	0
protein	PG00017	0
protein	PG01757	0
protein	PG00800	0
protein	PG01780	0
protein	PG01097	0
protein	PG00458	0
protein	PG01506	0
protein	PG00350	0
protein	PG01452	0
protein	PG01564	0
protein	PG01619	0
protein	PG01621	0
protein	PG01726	0
protein	PG01277	0
protein	PG01399	0
protein	PG00301	0
protein	PG01493	0
protein	PG00519	0
protein	PG00561	0
protein	PG01003	0
protein	PG01533	0
protein	PG01540	0
protein	PG00354	0
protein	PG01684	0
protein	PG00775	0
protein	PGSHARED0054	0
protein	PG01464	0
protein	PG00642	0
protein	PG00826	0
protein	PG00284	0
protein	PG00657	0
protein	PG01135	0
protein	PG01146	0
protein	PG00739	0
protein	PG00275	0
protein	PG00154	0
protein	PG00889	0
protein	PG00992	0
protein	PG01332	0
protein	PG00215	0
protein	PGSHARED0043	0
protein	PG00540	0
protein	PG01603	0
protein	PG00231	0
protein	PG01166	0
protein	PG00943	0
protein	PG00024	0
protein	PG00630	0
protein	PG00953	0
protein	PG01119	0
protein	PG00721	0
protein	PG00476	0
protein	PG00223	0
protein	PG00540b	0
protein	PG01359	0
protein	PG01408	0
protein	PG00049	0
protein	PG00777	0
protein	PG00637	0
protein	PG00203	0
protein	PG01351	0
protein	PG01614	0
protein	PG01808	0
protein	PG00395	0
protein	PG01487	0
protein	PG01755	0
protein	PG00403	0
protein	PG01293	0
protein	PG01297	0
protein	PG01555	0
protein	PG01796	0
protein	PG01326	0
protein	PG01591	0
protein	PG00263	0
protein	PG01597	0
protein	PG00760	0
protein	PG00595	0
protein	PG00848	0
protein	PG00249	0
protein	PG00272	0
protein	PG00009	0
protein	PG00279	0
protein	PG00130b	0
protein	PG01503	0
protein	PG00399	0
protein	PG01455	0
protein	PG00063	0
protein	PG00810	0
protein	PG00356	0
protein	PG01343	0
protein	PG00213	0
protein	PG00248	0
protein	PG01362	0
protein	PGSHARED0024	0
protein	PG01070	0
protein	PG01022	0
protein	PG01242	0
protein	PG00977	0
protein	PG00665	0
protein	PG01286	0
protein	PG00651	0
protein	PG01474	0
protein	PG01716b	0
protein	PG00119	0
protein	PG00909	0
protein	PG00472	0
protein	PG00192b	0
protein	PG00910	0
protein	PG00073	0
protein	PG00390	0
protein	PG00268	0
protein	PG01217	0
protein	PG01347	0
protein	PG00796	0
protein	PG01100	0
protein	PG00130	0
protein	PG00973	0
protein	PG01224	0
protein	PG01141	0
protein	PG00413	0
protein	PG01473	0
protein	PG00753	0
protein	PG01747	0
protein	PGSHARED0050	0
protein	PG01407	0
protein	PG00465	0
protein	PG00516	0
protein	PGSHARED0030	0
protein	PG00939	0
protein	PG00050b	0
protein	PG00125	0
protein	PGSHARED0031	0
protein	PG00318	0
protein	PG01686	0
protein	PG00569	0
protein	PG00021	0
protein	PG01509	0
protein	PG00985	0
protein	PG01055	0
protein	PG00684	0
protein	PG01043	0
protein	PG00075	0
protein	PG00031	0
protein	PG00488	0
protein	PG01628	0
protein	PG01020	0
protein	PG00628	0
protein	PG00343	0
protein	PG01220	0
protein	PG01528	0
protein	PG00468	0
protein	PG00696	0
protein	PG00995	0
protein	PG01502	0
protein	PG01775	0
protein	PG01058	0
protein	PG00469	0
protein	PG00872	0
protein	PG01111	0
protein	PG00417	0
protein	PGSHARED0011	0
protein	PG00923	0
protein	PG01696	0
protein	PG00020	0
protein	PG00654	0
protein	PG00246	0
protein	PG00685	0
protein	PG00149	0
protein	PG01587	0
protein	PG01325	0
protein	PG00532b	0
protein	PG00171	0
protein	PG00845	0
protein	PG01145	0
protein	PGSHARED0049	0
protein	PG01559	0
protein	PG01424	0
protein	PG01519	0
protein	PG00952	0
protein	PG00027	0
protein	PG00960	0
protein	PG00010	0
protein	PG00265	0
protein	PG01246	0
protein	PG01205	0
protein	PG00548	0
protein	PG00788	0
protein	PG01239	0
protein	PG00404	0
protein	PG00446	0
protein	PG01104	0
protein	PG00415	0
protein	PG01423	0
protein	PG01458	0
protein	PG00824	0
protein	PG00023	0
protein	PG00732	0
protein	PG01274	0
protein	PG01046	0
protein	PG01513	0
protein	PG01637	0
protein	PG00040	0
protein	PG00563	0
protein	PG00912	0
protein	PG00609	0
protein	PG01446	0
protein	PG00351	0
protein	PG00874	0
protein	PG00098	0
protein	PG01804	0
protein	PG00603	0
protein	PG01078	0
protein	PG01012	0
protein	PG00424	0
protein	PG01062	0
protein	PG00892	0
protein	PG00338	0
protein	PGSHARED0053	0
protein	PG01064	0
protein	PG00713b	0
protein	PG01557	0
protein	PG01171	0
protein	PG00512	0
protein	PG00425b	0
protein	PG00747	0
protein	PG00030	0
protein	PG01763	0
protein	PG01561	0
protein	PGSHARED0022	0
protein	PG00226b	0
protein	PG00680	0
protein	PG01640	0
protein	PG00288	0
protein	PG00527	0
protein	PG00353	0
protein	PG01603b	0
protein	PG00578	0
protein	PG01198	0
protein	PG00252	0
protein	PG01766	0
protein	PGSHARED0036	0
protein	PG01169b	0
protein	PG01438	0
protein	PG01098	0
protein	PG00316	0
protein	PG00850	0
protein	PG00683	0
protein	PG01663	0
protein	PG00477	0
protein	PG01257	0
protein	PG01489	0
protein	PG00575	0
protein	PG01185	0
protein	PG01318	0
protein	PG01030	0
protein	PG00286	0
protein	PG00239	0
protein	PG00615	0
protein	PG01414	0
protein	PG01138	0
protein	PG00120	0
protein	PG01086	0
protein	PG00180	0
protein	PG00372	0
protein	PG00766b	0
protein	PG00214	0
protein	PG01779	0
protein	PG00185	0
protein	PG00038	0
protein	PG00192	0
protein	PG00676	0
protein	PG01015	0
protein	PG00817	0
protein	PG01508	0
protein	PG01222b	0
protein	PG01336	0
protein	PG00932	0
protein	PG01758	0
protein	PG00388	0
protein	PG01680	0
protein	PG00870	0
protein	PGSHARED0001	0
protein	PG00431	0
protein	PG01471	0
