gene_id	archetype	rna_responds	prot_responds	regulated	amplitude_a	t_half_M0_h	t_half_M1_h	identifiable	lrt	lrt_p	lrt_fdr	gof_M0_p	rna_any_fdr	prot_any_fdr	lfc_rna_t0	lfc_rna_t6	lfc_rna_t24	lfc_rna_t48	lfc_prot_t0	lfc_prot_t6	lfc_prot_t24	lfc_prot_t48	pred_prot_t0	pred_prot_t6	pred_prot_t24	pred_prot_t48
ENSG00003170	unchanged	FALSE	FALSE	FALSE	-33.879	288	18.68	FALSE	4.267	0.0388563306098922	0.144227808446078	0.116429466284608	0.981484467866499	0.33639625353874	0	0.053	-0.092	0.048	0	-0.231	0.332	0.362	0	0	0	-0.002
ENSG00003171	unchanged	FALSE	FALSE	FALSE	76.141	27.93	288	TRUE	2.357	0.124715933264605	0.319568896176691	0.132168218670901	0.136108456074927	0.912600889109878	0	-0.191	-0.049	0.215	0	-0.259	-0.389	-0.394	0	-0.013	-0.049	0.019
ENSG00003175	unchanged	FALSE	FALSE	FALSE	0.404	53.16	6.56	FALSE	0.363	0.547038340271514	0.767904205760252	0.612549879393589	0.0923598701973773	0.684572358611748	0	-0.795	-0.541	-0.355	0	0.072	-0.341	-0.08	0	-0.026	-0.137	-0.213
ENSG00003181	unchanged	FALSE	FALSE	FALSE	3.414	0.5	0.5	TRUE	1.063	0.30258649490672	0.563696145101136	0.247021922381086	0.879115093101544	0.635939458479743	0	-0.047	-0.083	0.056	0	-0.415	-0.248	0.008	0	-0.041	-0.082	0.051
ENSG00003186	unchanged	FALSE	FALSE	FALSE	-1.494	288	2.94	FALSE	4.223	0.0398726477904639	0.146556293220071	0.0161475660831628	0.426817740144056	0.460411704387766	0	0.114	0.172	0.381	0	-0.077	-0.763	-0.275	0	0.001	0.007	0.024
ENSG00003188	unchanged	FALSE	FALSE	FALSE	-4.726	288	1.67	FALSE	11.394	0.000736731327546789	0.00581284874666498	0.00246876756669777	0.972938874831548	0.702360682169899	0	-0.268	-0.083	-0.074	0	0.761	0.402	0.565	0	-0.002	-0.009	-0.013
ENSG00003189	unchanged	FALSE	FALSE	FALSE	-1.592	288	13.54	FALSE	0.396	0.529346276568421	0.753955180994824	0.479519738382354	0.330848348327784	0.835361329526796	0	0.395	-0.155	0.146	0	-0.092	-0.261	0.182	0	0.003	0.009	0.008
ENSG00003191	anticorrelated	TRUE	TRUE	TRUE	-5.379	288	288	FALSE	40.942	1.56807597873833e-10	2.91739567896131e-09	3.05293799796275e-11	8.39089960049828e-41	0.000320531814734285	0	1.276	2.065	1.182	0	-0.68	-0.208	-1.768	0	0.013	0.141	0.282
ENSG00003194	unchanged	FALSE	FALSE	FALSE	-2.529	288	62.44	FALSE	3.462	0.0628080259093936	0.200109291850859	0.117720722121993	0.202498662648878	0.750672756962129	0	-0.594	-0.432	-0.221	0	-0.182	0.302	0.351	0	-0.004	-0.022	-0.037
ENSG00003199	unchanged	FALSE	FALSE	FALSE	0.927	0.5	0.5	TRUE	0.006	0.938134754051303	0.969278760498685	0.891106382846697	0.874150928860891	0.954443359584781	0	-0.023	0.159	0.236	0	-0.105	0.212	0.163	0	-0.02	0.152	0.234
ENSG00003201	unchanged	FALSE	FALSE	FALSE	-19.892	288	288	FALSE	2.537	0.111172534486256	0.297683379755059	0.223950143261438	0.879115093101544	0.956291812386347	0	-0.358	-0.218	-0.239	0	0.275	0.17	0.521	0	-0.002	-0.013	-0.025
ENSG00003202	unchanged	FALSE	FALSE	FALSE	0.862	1.03	0.5	TRUE	0.036	0.8498276854182	0.932089026146454	0.981229397402141	0.885246460810486	0.234007584853064	0	0.155	0.218	0.263	0	0.126	0.179	0.227	0	0.118	0.213	0.26
ENSG00003205	unchanged	FALSE	FALSE	FALSE	-1.619	18.68	0.5	TRUE	0.964	0.326257824519617	0.586719023330623	0.246790914230271	0.719012533180914	0.533836823938388	0	-0.193	0.037	-0.063	0	0.299	-0.338	-0.108	0	-0.019	-0.041	-0.028
ENSG00003206	concordant	TRUE	TRUE	FALSE	0.959	2.13	1.96	TRUE	0.15	0.698657552024623	0.857019107970979	0.734255284517315	6.20233286151353e-47	3.54101571780954e-09	0	1.663	2.316	1.232	0	1.104	2.007	1.439	0	1.032	2.208	1.378
ENSG00003209	unchanged	FALSE	FALSE	FALSE	-6.205	288	288	FALSE	0.491	0.483487702714288	0.723303341925373	0.442800836911651	0.930043371842573	0.921073353984277	0	-0.087	-0.349	-0.205	0	0.044	-0.192	0.24	0	-0.001	-0.009	-0.023
ENSG00003211	protein_only	FALSE	TRUE	FALSE	-8.081	288	2.31	FALSE	48.516	3.27605995774007e-12	6.85697549488096e-11	6.91576775853658e-47	0.564627381009703	1.64694181084982e-12	0	-0.054	-0.01	0.275	0	-2.05	-2.529	-2.388	0	0	-0.002	0.006
ENSG00003217	unchanged	FALSE	FALSE	FALSE	7.082	67.68	288	FALSE	0.04	0.842364411543377	0.928526470047177	0.00368765438488396	0.225628182805575	0.463845338335549	0	-0.108	-0.01	0.479	0	-0.301	-0.859	-0.158	0	-0.003	-0.012	0.049
ENSG00003225	unchanged	FALSE	FALSE	FALSE	0.481	9.81	4.05	TRUE	0.026	0.873071214175417	0.941816979071119	0.37536764111813	0.232034711367194	0.966318176838696	0	-0.048	-0.081	0.237	0	0.395	0.106	0.181	0	-0.009	-0.051	0.093
ENSG00003227	kinetic_lag	TRUE	TRUE	FALSE	9.764	27.93	288	TRUE	0.106	0.744706709245335	0.879524303160439	0.831910302554616	3.92100101289006e-34	0.0152422211010174	0	-2.906	-2.973	-2.677	0	-0.074	-0.442	-1.436	0	-0.121	-0.654	-1.271
ENSG00003229	concordant	TRUE	TRUE	FALSE	1.39	17.24	32.81	TRUE	0.042	0.838279366442791	0.926163493569858	0.738630267275205	7.84835069753329e-11	0.0497279050367959	0	0.519	0.75	1.127	0	-0.151	0.415	0.789	0	0.064	0.395	0.779
ENSG00003232	unchanged	FALSE	FALSE	FALSE	-2.696	288	1.21	FALSE	2.991	0.0837473681010586	0.245535004617663	0.0239712780509846	0.941117555181797	0.797892909230251	0	-0.032	0.156	0.121	0	-0.501	-0.6	-0.185	0	0	0.003	0.011
ENSG00003236	unchanged	FALSE	FALSE	FALSE	4.294	0.5	5.16	TRUE	2.747	0.0974427452220014	0.271937438980659	0.114687666268289	0.960836037581399	0.888820174416322	0	-0.033	0.164	0.082	0	0.285	0.455	0.429	0	-0.029	0.156	0.084
ENSG00003238	concordant	TRUE	TRUE	FALSE	0.761	5.59	4.76	TRUE	0.734	0.391698719336658	0.6529756305756	0.00173808164052976	9.00957740399804e-11	0.0140869164900587	0	-1.595	-1.753	-0.718	0	1.033	-2.025	-0.006	0	-0.374	-1.484	-1.011
ENSG00003239	unchanged	FALSE	FALSE	FALSE	2.484	10.64	25.77	TRUE	0.313	0.57601478908977	0.781836160192971	0.691281747450544	0.47119071326321	0.921014576508311	0	-0.123	-0.305	0.036	0	0.154	-0.24	-0.24	0	-0.021	-0.162	-0.104
ENSG00003240	protein_only	FALSE	TRUE	FALSE	17.277	0.5	3.45	TRUE	15.507	8.21903471109643e-05	0.000774130331851395	0.000339344828023524	0.49565189157665	0.0203247270514368	0	-0.059	0.049	0.063	0	-0.266	0.466	1.063	0	-0.052	0.045	0.063
ENSG00003241	unchanged	FALSE	FALSE	FALSE	1.714	0.5	0.5	TRUE	3.572	0.0587702530359305	0.190876662338679	0.0166827089070793	0.885246460810486	0.122179029485553	0	-0.395	-0.278	-0.587	0	-1.115	-0.405	-0.716	0	-0.347	-0.283	-0.577
ENSG00003243	unchanged	FALSE	FALSE	FALSE	-1.007	288	0.5	FALSE	5.053	0.0245843524576309	0.102344251805662	0.0558531468553279	0.576835612794465	0.846796987832518	0	-0.409	-0.299	-0.226	0	0.493	0.147	0.234	0	-0.003	-0.016	-0.029
ENSG00003245	unchanged	FALSE	FALSE	FALSE	-3.751	288	9.81	FALSE	0.543	0.461250479948281	0.710740770227054	0.749909487479353	0.774137690558452	0.995750194181676	0	0.14	-0.076	0.1	0	-0.069	-0.048	-0.151	0	0.001	0.002	0.003
ENSG00003250	kinetics_limited	TRUE	FALSE	FALSE	-0.045	288	0.5	FALSE	1.513	0.218674471478192	0.466874689548353	0.0791685672283935	1.08263655335666e-45	0.226071044442485	0	1.612	2.192	1.916	0	-0.416	-0.133	0.216	0	0.017	0.175	0.377
ENSG00003257	kinetics_limited	TRUE	FALSE	FALSE	0.29	128.82	6.56	FALSE	0.973	0.324011883198829	0.586169585562792	0.57740331854258	4.4951429747903e-45	0.882484892950019	0	1.775	1.502	0.5	0	0.11	0.484	0.217	0	0.044	0.291	0.401
ENSG00003258	unchanged	FALSE	FALSE	FALSE	0.921	0.5	0.5	TRUE	0.004	0.951174461617972	0.975115587522642	0.842581356098189	0.96242747829693	0.992638518786288	0	0.013	-0.05	-0.278	0	-0.043	-0.241	-0.218	0	0.012	-0.047	-0.271
ENSG00003263	kinetic_lag	TRUE	TRUE	FALSE	1.361	27.93	49.05	TRUE	0.362	0.547265505631394	0.767904205760252	0.0147682334633295	3.62501417507098e-55	6.91777563115381e-06	0	1.712	2.138	1.795	0	-0.554	1.269	1.573	0	0.177	1.078	1.537
ENSG00003268	kinetics_limited	TRUE	FALSE	FALSE	0.39	101.19	15.9	FALSE	0.478	0.489132031884629	0.729101851681637	0.210599597135272	1.89138398203237e-56	0.14255648285225	0	1.488	2.001	2.007	0	-0.345	0.726	0.592	0	0.043	0.382	0.777
ENSG00003269	unchanged	FALSE	FALSE	FALSE	-103.667	0.5	288	TRUE	4.835	0.0278859420220319	0.112665186668102	0.0100454135546119	0.578554756043542	0.0873394104019708	0	0.23	-0.314	-0.018	0	0.246	-0.573	0.952	0	0.203	-0.292	-0.027
ENSG00003271	kinetics_limited	TRUE	TRUE	FALSE	1.766	62.44	151.31	FALSE	0.106	0.744433437534266	0.879524303160439	0.634953348254826	3.04390492131943e-50	0.000660092758144831	0	1.992	2.447	2.564	0	0.317	0.658	1.475	0	0.105	0.793	1.41
ENSG00003274	concordant	TRUE	FALSE	FALSE	0.583	20.24	6.06	TRUE	1.531	0.216026683001355	0.464411143057121	0.342920445327293	1.57029589176751e-11	0.488835517682784	0	-1.69	-2.069	-0.837	0	-0.432	-0.858	-0.741	0	-0.118	-0.687	-1.011
ENSG00003279	unchanged	FALSE	FALSE	FALSE	2.603	0.5	1.96	TRUE	5.58	0.0181646244340716	0.0807495251390736	0.0439186827068443	0.565432431772132	0.264039807781267	0	-0.453	-0.252	-0.095	0	-0.67	-0.811	-0.109	0	-0.397	-0.26	-0.1
ENSG00003280	protein_only	FALSE	TRUE	FALSE	-30.106	288	101.19	FALSE	40.483	1.98344441480257e-10	3.55839372988985e-09	4.57949944663007e-14	0.491216649347514	0.00925949991780842	0	0.004	0.343	-0.014	0	-1.092	-0.661	-1.34	0	0	0.008	0.017
ENSG00003285	anticorrelated	TRUE	FALSE	TRUE	-0.238	288	0.5	FALSE	9.453	0.00210757852939057	0.0139917217788175	0.0058211185491819	7.66414967677948e-35	0.67761990037161	0	-2.104	-1.853	-1.064	0	0.57	0.273	0.321	0	-0.01	-0.056	-0.107
ENSG00003288	unchanged	FALSE	FALSE	FALSE	-16.021	288	288	FALSE	0.862	0.353259993670027	0.617590267355836	0.326321185483582	0.621721524616206	0.849492352671511	0	-0.197	-0.098	-0.323	0	-0.338	-0.069	0.388	0	-0.001	-0.007	-0.018
ENSG00003290	unchanged	FALSE	FALSE	FALSE	0.598	0.5	0.5	TRUE	0.515	0.4729835951445	0.717379931904734	0.585940645184355	0.121220137262515	0.975275566432279	0	-0.142	-0.442	-0.431	0	-0.227	-0.382	-0.089	0	-0.125	-0.429	-0.431
ENSG00003292	unchanged	FALSE	FALSE	FALSE	0.344	93.37	0.5	FALSE	0.333	0.564101262741945	0.775263767377273	0.527163755625611	0.70761291799913	0.907903956928087	0	0.256	0.386	0.36	0	0.306	0.005	0.115	0	0.006	0.05	0.108
ENSG00003293	unchanged	FALSE	FALSE	FALSE	-16.565	288	288	FALSE	3.753	0.0527213016222537	0.177742732762274	0.0409977670762746	0.299949173159498	0.642326017706713	0	-0.206	-0.703	-0.102	0	0.549	0.035	0.709	0	-0.001	-0.018	-0.036
ENSG00003295	unchanged	FALSE	FALSE	FALSE	1.955	0.5	0.5	TRUE	0.283	0.594656289432035	0.786784045806916	0.123161290857697	0.571901419252449	0.287685160463404	0	-0.052	0.022	-0.234	0	-0.829	-0.294	-0.322	0	-0.045	0.019	-0.226
ENSG00003296	anticorrelated	TRUE	TRUE	TRUE	-10.504	288	192.61	FALSE	160.216	1.01506995213229e-36	1.52971041786336e-34	1.64696065775869e-37	1.69034796441208e-29	8.52412513557001e-11	0	1.616	1.192	0.22	0	-0.973	-1.504	-2.394	0	0.017	0.113	0.156
ENSG00003299	unchanged	FALSE	FALSE	FALSE	0.132	245.19	0.5	FALSE	0.077	0.78185542375448	0.894651574485954	0.608044298670023	0.298058310098014	0.731346248676366	0	0.077	0.431	0.58	0	0.271	0.071	0.033	0	0.001	0.015	0.053
ENSG00003302	kinetics_limited	TRUE	TRUE	FALSE	1.064	86.15	93.37	FALSE	0.001	0.969422696793095	0.986441596264142	0.819739054160957	8.3123315751706e-59	0.00291980938036895	0	1.146	2.412	1.989	0	-0.137	0.478	0.957	0	0.036	0.454	0.952
ENSG00003306	unchanged	FALSE	FALSE	FALSE	1.845	0.5	0.5	TRUE	0.983	0.321522091003764	0.584479844562934	0.0261096262847236	0.770412472281865	0.492154895662917	0	-0.221	-0.229	0.103	0	-0.835	-0.183	-0.237	0	-0.194	-0.229	0.093
ENSG00003309	protein_only	FALSE	TRUE	FALSE	11.855	6.56	13.54	TRUE	7.208	0.00725915531328587	0.0389307724452733	2.23484226140023e-07	0.69567443290972	0.0219197409658373	0	-0.324	0.167	0.19	0	1.734	0.242	2.428	0	-0.08	-0.011	0.169
ENSG00003312	unchanged	FALSE	FALSE	FALSE	-19.4	288	288	FALSE	1.958	0.161756574260089	0.381671938360988	0.323586070004824	0.594848217918428	0.890780136495824	0	-0.077	-0.174	-0.227	0	-0.09	0.026	0.342	0	-0.001	-0.006	-0.016
ENSG00003313	unchanged	FALSE	FALSE	FALSE	1.52	0.5	0.5	TRUE	0.699	0.403164951521689	0.665465040463511	0.439480180220863	0.644022582676255	0.747782793772483	0	0.355	0.139	0.255	0	0.62	0.275	0.173	0	0.313	0.148	0.251
ENSG00003315	concordant	TRUE	TRUE	FALSE	0.975	7.11	6.56	TRUE	0.063	0.801969236732656	0.901916149071726	0.927509136170342	1.30816750349936e-65	1.73066583915223e-11	0	2.11	2.447	2.967	0	0.701	2.185	2.661	0	0.706	2.149	2.754
ENSG00003316	unchanged	FALSE	FALSE	FALSE	1.762	0.5	0.5	TRUE	0.842	0.358791033917991	0.622207236034997	0.424604796737108	0.853768130159499	0.915813128018815	0	-0.281	-0.376	-0.092	0	-0.649	-0.459	-0.38	0	-0.247	-0.372	-0.1
ENSG00003317	unchanged	FALSE	FALSE	FALSE	-152.124	288	288	FALSE	0.591	0.441996438333882	0.697475007925822	0.723250114851813	0.933180541326422	0.564861824479479	0	0.06	-0.1	0.15	0	-0.09	0.007	-0.189	0	0	0	0.001
ENSG00003318	protein_only	FALSE	TRUE	FALSE	-16.956	288	11.53	FALSE	19.989	7.78728961421363e-06	8.62900400633819e-05	9.08042489861275e-06	0.817751358763695	0.0187089604019871	0	-0.05	0.038	0.159	0	-0.419	-0.179	-1.521	0	0	-0.001	0.005
ENSG00003319	unchanged	FALSE	FALSE	FALSE	-1.01	288	0.5	FALSE	1.638	0.200542903090204	0.44514738670543	0.193024726173299	0.552331404118693	0.361123299481604	0	0.05	0.278	0.057	0	-0.335	-0.221	-0.078	0	0	0.008	0.017
ENSG00003321	unchanged	FALSE	FALSE	FALSE	0.134	288	2.71	FALSE	0.236	0.626900953301924	0.807538574569366	0.323213665714829	0.230537470558935	0.864374848090532	0	-0.418	-0.613	-0.257	0	0.166	-0.282	0.21	0	-0.003	-0.021	-0.041
ENSG00003326	unchanged	FALSE	FALSE	FALSE	-0.574	288	0.5	FALSE	0.625	0.429050466684012	0.68275266219634	0.573144267399968	0.833830807277524	0.97439884358171	0	-0.242	-0.111	-0.252	0	0.261	0.068	0.023	0	-0.002	-0.009	-0.018
ENSG00003329	anticorrelated	TRUE	TRUE	TRUE	-1.013	288	0.5	FALSE	93.667	3.73304021423692e-22	1.48044515864606e-20	2.07874759984231e-40	8.71109339671873e-43	2.24507910234323e-08	0	0.434	1.484	1.619	0	-2.624	-1.536	-1.039	0	0.003	0.063	0.202
ENSG00003331	protein_only	FALSE	TRUE	FALSE	25.975	9.81	288	TRUE	0.386	0.534224948674966	0.757344248215261	0.0032940039183733	0.777584047910851	0.00952621725586714	0	-0.125	0.021	-0.596	0	1.21	-0.55	-0.427	0	-0.023	-0.033	-0.295
ENSG00003336	unchanged	FALSE	FALSE	FALSE	0.412	288	0.5	FALSE	0.444	0.505400339490091	0.739761780584771	0.489121462205773	0.119759094125101	0.946178772729985	0	-0.359	-0.387	-0.08	0	-0.369	0.034	-0.025	0	-0.002	-0.016	-0.027
ENSG00003338	anticorrelated	TRUE	TRUE	TRUE	-1.686	288	12.49	FALSE	17.694	2.59389814167263e-05	0.000267740034212374	2.46985294336545e-07	0.0254999805670559	2.60648815914873e-05	0	-0.873	-0.37	-0.543	0	-0.518	1.156	0.501	0	-0.005	-0.026	-0.047
ENSG00003341	anticorrelated	TRUE	FALSE	TRUE	-0.547	288	0.5	FALSE	20.415	6.23412780462923e-06	7.06378240720019e-05	2.5429290443926e-05	7.00699462570105e-26	0.516085452607168	0	0.908	1.292	0.971	0	-0.627	-0.65	-0.446	0	0.008	0.076	0.161
ENSG00003344	anticorrelated	TRUE	FALSE	TRUE	-0.396	288	1.12	FALSE	15.574	7.93486807141837e-05	0.000752065797712421	0.000221202808705696	6.50375872296422e-30	0.646673254829022	0	1.232	1.524	1.437	0	-0.402	-0.358	-0.798	0	0.012	0.106	0.229
ENSG00003347	kinetic_lag	TRUE	FALSE	FALSE	0.261	45.26	5.59	TRUE	0.293	0.588082667084951	0.781836160192971	0.00464569400580459	4.16358235857184e-27	0.0557674157292538	0	-1.448	-2.382	-2.986	0	1.32	-1.065	-0.503	0	-0.048	-0.325	-0.736
ENSG00003348	kinetics_limited	TRUE	FALSE	FALSE	0.209	57.62	0.5	FALSE	0.048	0.825696347437724	0.918159450126116	0.500932525893146	7.55924585781316e-11	0.943433936754983	0	-1.879	-2.256	-1.313	0	-1.013	0.31	-0.759	0	-0.045	-0.275	-0.526
ENSG00003349	unchanged	FALSE	FALSE	FALSE	1.364	0.5	0.5	TRUE	0.117	0.732714447109677	0.874960912673759	0.415572994991616	0.828208058472843	0.603188493834565	0	-0.002	0.271	0.021	0	-0.266	0.378	-0.201	0	-0.002	0.26	0.028
ENSG00003352	protein_only	FALSE	TRUE	FALSE	54.549	1.96	288	TRUE	9.76	0.00178340437980719	0.0123852092182923	0.00595943186273158	0.514370094137757	0.00228224708156087	0	0.345	0.012	0.218	0	0.196	0.42	1.016	0	0.206	0.065	0.194
ENSG00003353	anticorrelated	TRUE	TRUE	TRUE	-0.821	288	0.81	FALSE	51.808	6.12003699691609e-13	1.46395170704009e-11	3.0181519907799e-12	3.89277196998812e-32	7.32527775583156e-10	0	1.033	1.616	1.143	0	-0.767	-1.097	-1.176	0	0.01	0.099	0.211
ENSG00003354	unchanged	FALSE	FALSE	FALSE	-38.607	288	288	FALSE	0.85	0.356424870029744	0.620962172410202	0.318858157342865	0.485529390458611	0.461574444604324	0	0.128	-0.039	-0.326	0	-0.349	-0.305	0.144	0	0.001	0.003	-0.007
ENSG00003359	unchanged	FALSE	FALSE	FALSE	24.817	9.05	53.16	TRUE	4.268	0.0388280470804097	0.144227808446078	0.111547882032084	0.870344348101271	0.646203385878518	0	0.068	-0.151	0.013	0	-0.019	-0.195	-0.552	0	0.014	-0.044	-0.045
ENSG00003361	unchanged	FALSE	FALSE	FALSE	-0.41	288	0.5	FALSE	0.446	0.504406740616477	0.739436729678045	0.70118165402163	0.675890642752517	0.995815422691257	0	-0.119	-0.302	-0.321	0	0.162	0.17	0.047	0	-0.001	-0.009	-0.024
ENSG00003362	kinetics_limited	TRUE	FALSE	FALSE	-0.379	288	288	FALSE	3.8	0.0512578613979989	0.176763380152825	0.000470644989924729	1.72277253964914e-38	0.102133768505237	0	2.35	1.672	0.889	0	-0.279	0.603	-0.554	0	0.031	0.202	0.291
ENSG00003365	unchanged	FALSE	FALSE	FALSE	25.502	27.93	288	TRUE	1.488	0.222601517039808	0.473145960760212	0.0680926646097594	0.645909851695148	0.717995886981583	0	0.236	0.187	-0.166	0	0.43	-0.021	0.538	0	0.018	0.09	0.049
ENSG00003368	unchanged	FALSE	FALSE	FALSE	-0.209	288	0.5	FALSE	0.216	0.6424013623188	0.821815664698159	0.312523543695075	0.70262807031454	0.72420849780505	0	0.033	0.281	0.52	0	-0.202	-0.367	0.068	0	0	0.007	0.033
ENSG00003369	unchanged	FALSE	FALSE	FALSE	0.822	0.5	0.5	TRUE	0.089	0.764884898444771	0.886045429218613	0.534940562912707	0.874960529766059	0.830149848995922	0	-0.239	-0.347	-0.172	0	-0.199	-0.397	0.109	0	-0.21	-0.342	-0.178
ENSG00003373	unchanged	FALSE	FALSE	FALSE	-1.22	288	0.5	FALSE	1.328	0.249108827925598	0.505258416801986	0.413898270478537	0.876029915742001	0.973224251783937	0	0.1	0.161	0.187	0	-0.27	-0.094	-0.235	0	0.001	0.007	0.016
ENSG00003375	kinetics_limited	TRUE	FALSE	FALSE	2.727	86.15	288	FALSE	0.027	0.868804316005862	0.939342253365187	0.891819788849763	6.60333695876639e-26	0.0098926394169769	0	1.322	1.308	0.582	0	0.177	0.18	0.493	0	0.043	0.295	0.433
ENSG00003379	unchanged	FALSE	FALSE	FALSE	67.243	18.68	288	TRUE	3.782	0.0518032344609216	0.176817134201867	0.0273428448229999	0.0671667972601496	0.0616798527032675	0	0.488	-0.287	-0.127	0	-0.253	0.831	-0.134	0	0.056	0.065	-0.082
ENSG00003380	unchanged	FALSE	FALSE	FALSE	-1.681	288	0.5	FALSE	1.685	0.194257271407315	0.434340813072438	0.0661488690431716	0.87558029340782	0.655403879551583	0	0.118	0.213	-0.034	0	-0.705	-0.089	0.04	0	0.001	0.008	0.013
ENSG00003381	unchanged	FALSE	FALSE	FALSE	-320.527	3.74	288	TRUE	0.883	0.347301570642355	0.612144405798865	0.145312183542853	0.448581058107627	0.893819497303782	0	0.102	-0.141	0.148	0	-0.276	-0.441	-0.115	0	0.041	-0.072	0.086
ENSG00003382	amplified	TRUE	TRUE	TRUE	1.68	7.71	25.77	TRUE	10.128	0.00146066540439583	0.0103343791757019	0.00551757715236879	6.1534736749346e-74	1.9089262268317e-11	0	2.039	2.374	1.887	0	0.538	2.165	2.99	0	0.639	2.046	2.054
ENSG00003383	unchanged	FALSE	FALSE	FALSE	5.604	53.16	288	FALSE	0.008	0.930238615035806	0.9668066157648	0.585171304055072	0.229459057989473	0.780052920756288	0	0.022	0.092	0.234	0	-0.177	-0.224	0.122	0	0.001	0.013	0.056
ENSG00003385	unchanged	FALSE	FALSE	FALSE	-1.612	288	3.45	FALSE	2.925	0.0872222104890577	0.250233953946566	0.140827039533262	0.934462446095785	0.931870697906056	0	0.166	0.138	0.271	0	-0.187	-0.459	-0.239	0	0.001	0.008	0.02
ENSG00003386	kinetics_limited	TRUE	FALSE	FALSE	0.171	288	23.78	FALSE	0.196	0.657913939474795	0.834576015815249	0.0105592492533988	1.23128597223607e-46	0.108157158921405	0	1.298	1.917	1.269	0	-0.674	0.411	0.114	0	0.013	0.133	0.27
ENSG00003387	kinetics_limited	TRUE	FALSE	FALSE	-0.716	288	288	FALSE	0.167	0.682589329767743	0.847864901014951	0.854915541163576	1.47516104920694e-07	0.890780136495824	0	-0.452	-1.056	-1.821	0	0.003	-0.107	0.101	0	-0.003	-0.028	-0.079
ENSG00003392	buffered	TRUE	TRUE	TRUE	0.332	288	0.5	FALSE	21.518	3.5049384923896e-06	4.12651742814932e-05	1.2928001287409e-11	2.6861738015457e-50	2.50958136974107e-08	0	2.892	2.604	1.374	0	1.864	-0.136	0.49	0	0.045	0.348	0.516
ENSG00003393	unchanged	FALSE	FALSE	FALSE	-107.452	288	288	FALSE	0.483	0.487240984307409	0.727002141931946	0.57729275659618	0.610511810062308	0.789849782486067	0	0.073	-0.182	0.242	0	-0.275	0.116	-0.053	0	0.001	-0.002	0
ENSG00003395	unchanged	FALSE	FALSE	FALSE	10.986	0.59	11.53	TRUE	10.285	0.00134088246985006	0.00957682408561155	0.00496471773520714	0.405083734637099	0.163920060335943	0	-0.085	0.253	-0.062	0	0.019	0.846	0.705	0	-0.073	0.237	-0.051
ENSG00003397	protein_only	FALSE	TRUE	FALSE	-1.817	41.76	0.5	TRUE	1.716	0.190242012483707	0.428465286214448	2.3410350061948e-06	0.927096941985067	0.00251617692840659	0	0.213	0.196	0.197	0	-1.021	-1.375	1.301	0	0.011	0.063	0.108
ENSG00003398	unchanged	FALSE	FALSE	FALSE	1.747	7.71	12.49	TRUE	0.311	0.577123898451878	0.781836160192971	0.837863571885666	0.120607829071065	0.552740736709	0	-0.33	-0.746	0.206	0	-0.174	-0.607	-0.338	0	-0.071	-0.469	-0.129
ENSG00003399	unchanged	FALSE	FALSE	FALSE	-0.857	288	0.5	FALSE	8.133	0.00434552565174851	0.0252845836184749	0.00533994933926681	0.313978499949624	0.176159098160623	0	-0.603	-0.41	-0.518	0	0.573	0.588	0.131	0	-0.004	-0.022	-0.043
ENSG00003400	unchanged	FALSE	FALSE	FALSE	687.171	0.5	288	TRUE	5.75	0.0164850417968125	0.0756707954442975	1.0892222216121e-06	0.992764373143471	0.21331344917902	0	-0.029	0.045	-0.084	0	-0.93	-0.826	-0.646	0	-0.025	0.042	-0.081
ENSG00003401	unchanged	FALSE	FALSE	FALSE	21.701	15.9	288	TRUE	2.079	0.149336240809641	0.363798218615531	0.0267002367990566	0.203359363747866	0.176159098160623	0	0.526	-0.116	0.307	0	-0.377	0.59	0.306	0	0.07	0.128	0.134
ENSG00003402	kinetic_lag	TRUE	FALSE	FALSE	0.472	25.77	1.67	TRUE	0.158	0.691150684522155	0.85381898619221	0.557847564367873	1.32853219823525e-16	0.780819091049466	0	-1.161	-1.163	-0.76	0	-0.344	-0.395	-0.584	0	-0.071	-0.399	-0.63
ENSG00003406	unchanged	FALSE	FALSE	FALSE	2.57	0.5	0.5	TRUE	2.017	0.155504934449723	0.372208142277637	0.120799600192461	0.779884531769601	0.698519915373428	0	-0.2	0.034	-0.119	0	-0.592	-0.213	-0.135	0	-0.176	0.024	-0.114
ENSG00003408	unchanged	FALSE	FALSE	FALSE	-12.229	288	288	FALSE	0.65	0.419960158449301	0.681982714205923	0.365008659259958	0.809386194457193	0.839471255654146	0	-0.051	0.225	0.16	0	0.208	0.162	-0.227	0	0	0.004	0.015
ENSG00003411	concordant	TRUE	TRUE	FALSE	0.731	17.24	6.06	TRUE	1.309	0.252500310598836	0.507357290763261	0.297449893027418	4.49166863191526e-32	0.0166068801572316	0	1.311	1.369	1.111	0	0.158	1.14	0.702	0	0.191	0.896	1.106
ENSG00003413	unchanged	FALSE	FALSE	FALSE	10.113	23.78	288	TRUE	0.851	0.356292296944809	0.620962172410202	0.484300712025866	0.0933332765654111	0.86360914247655	0	0.64	0.326	-0.048	0	0.166	0.169	0.449	0	0.06	0.243	0.183
ENSG00003417	unchanged	FALSE	FALSE	FALSE	3.886	79.49	288	FALSE	0.004	0.950784563730933	0.975115587522642	0.973822407888424	0.968938003528933	0.988329454064961	0	-0.154	-0.083	-0.026	0	0.029	0.008	-0.059	0	-0.004	-0.02	-0.026
